Designator,Footprint,Layer,Center-X(mm),Center-Y(mm),Ref-X(mm),Ref-Y(mm),Pad-X(mm),Pad-Y(mm),Rotation
R22_PostIsolation12_Drive1,R0805,TopLayer,50.0510mm,143.0091mm,50.0510mm,143.0091mm,49.2260mm,143.0091mm,0
R22_PostIsolation12_Drive2,R0805,TopLayer,44.5896mm,143.0091mm,44.5896mm,143.0091mm,43.7646mm,143.0091mm,0
R22_PostIsolation12_Drive3,R0805,TopLayer,39.1283mm,143.0091mm,39.1283mm,143.0091mm,38.3033mm,143.0091mm,0
R22_PostIsolation12_Drive4,R0805,TopLayer,33.6669mm,143.0091mm,33.6669mm,143.0091mm,32.8419mm,143.0091mm,0
R22_PostIsolation2_Drive1,R0805,TopLayer,268.5065mm,143.0091mm,268.5065mm,143.0091mm,267.6815mm,143.0091mm,0
R22_PostIsolation2_Drive2,R0805,TopLayer,263.0451mm,143.0091mm,263.0451mm,143.0091mm,262.2201mm,143.0091mm,0
R22_PostIsolation2_Drive3,R0805,TopLayer,257.5837mm,143.0091mm,257.5837mm,143.0091mm,256.7587mm,143.0091mm,0
R22_PostIsolation2_Drive4,R0805,TopLayer,252.1223mm,143.0091mm,252.1223mm,143.0091mm,251.2973mm,143.0091mm,0
R22_PostIsolation3_Drive1,R0805,TopLayer,246.6609mm,143.0091mm,246.6609mm,143.0091mm,245.8359mm,143.0091mm,0
R22_PostIsolation3_Drive2,R0805,TopLayer,241.1995mm,143.0091mm,241.1995mm,143.0091mm,240.3745mm,143.0091mm,0
R22_PostIsolation3_Drive3,R0805,TopLayer,235.7382mm,143.0091mm,235.7382mm,143.0091mm,234.9132mm,143.0091mm,0
R22_PostIsolation3_Drive4,R0805,TopLayer,230.2768mm,143.0091mm,230.2768mm,143.0091mm,229.4518mm,143.0091mm,0
R22_PostIsolation4_Drive1,R0805,TopLayer,224.8154mm,143.0057mm,224.8154mm,143.0057mm,223.9904mm,143.0057mm,0
R22_PostIsolation4_Drive2,R0805,TopLayer,219.3540mm,143.0091mm,219.3540mm,143.0091mm,218.5290mm,143.0091mm,0
R22_PostIsolation4_Drive3,R0805,TopLayer,213.8926mm,143.0091mm,213.8926mm,143.0091mm,213.0676mm,143.0091mm,0
R22_PostIsolation4_Drive4,R0805,TopLayer,208.4312mm,143.0204mm,208.4312mm,143.0204mm,207.6062mm,143.0204mm,0
R22_PostIsolation5_Drive1,R0805,TopLayer,202.9698mm,143.0091mm,202.9698mm,143.0091mm,202.1448mm,143.0091mm,0
R22_PostIsolation5_Drive2,R0805,TopLayer,197.5085mm,143.0091mm,197.5085mm,143.0091mm,196.6835mm,143.0091mm,0
R22_PostIsolation5_Drive3,R0805,TopLayer,192.0471mm,143.0091mm,192.0471mm,143.0091mm,191.2221mm,143.0091mm,0
R22_PostIsolation5_Drive4,R0805,TopLayer,186.5857mm,143.0091mm,186.5857mm,143.0091mm,185.7607mm,143.0091mm,0
R22_PostIsolation6_Drive1,R0805,TopLayer,181.1243mm,143.0091mm,181.1243mm,143.0091mm,180.2993mm,143.0091mm,0
R22_PostIsolation6_Drive2,R0805,TopLayer,175.6629mm,143.0091mm,175.6629mm,143.0091mm,174.8379mm,143.0091mm,0
R22_PostIsolation6_Drive3,R0805,TopLayer,170.2015mm,143.0091mm,170.2015mm,143.0091mm,169.3765mm,143.0091mm,0
R22_PostIsolation6_Drive4,R0805,TopLayer,164.7401mm,143.0091mm,164.7401mm,143.0091mm,163.9151mm,143.0091mm,0
R22_PostIsolation7_Drive1,R0805,TopLayer,159.2788mm,143.0091mm,159.2788mm,143.0091mm,158.4538mm,143.0091mm,0
R22_PostIsolation7_Drive2,R0805,TopLayer,153.8174mm,143.0091mm,153.8174mm,143.0091mm,152.9924mm,143.0091mm,0
R22_PostIsolation7_Drive3,R0805,TopLayer,148.3560mm,143.0091mm,148.3560mm,143.0091mm,147.5310mm,143.0091mm,0
R22_PostIsolation7_Drive4,R0805,TopLayer,142.8946mm,143.0091mm,142.8946mm,143.0091mm,142.0696mm,143.0091mm,0
R22_PostIsolation8_Drive1,R0805,TopLayer,137.4332mm,143.0091mm,137.4332mm,143.0091mm,136.6082mm,143.0091mm,0
R22_PostIsolation8_Drive2,R0805,TopLayer,131.9718mm,143.0091mm,131.9718mm,143.0091mm,131.1468mm,143.0091mm,0
R22_PostIsolation8_Drive3,R0805,TopLayer,126.5104mm,143.0091mm,126.5104mm,143.0091mm,125.6854mm,143.0091mm,0
R22_PostIsolation8_Drive4,R0805,TopLayer,121.0490mm,143.0091mm,121.0490mm,143.0091mm,120.2240mm,143.0091mm,0
R22_PostIsolation9_Drive1,R0805,TopLayer,115.5877mm,143.0091mm,115.5877mm,143.0091mm,114.7627mm,143.0091mm,0
R22_PostIsolation9_Drive2,R0805,TopLayer,110.1263mm,143.0091mm,110.1263mm,143.0091mm,109.3013mm,143.0091mm,0
R22_PostIsolation9_Drive3,R0805,TopLayer,104.6649mm,143.0091mm,104.6649mm,143.0091mm,103.8399mm,143.0091mm,0
R22_PostIsolation9_Drive4,R0805,TopLayer,99.2035mm,143.0091mm,99.2035mm,143.0091mm,98.3785mm,143.0091mm,0
R23_PostIsolation1_Drive1,R2512,BottomLayer,291.3665mm,161.9506mm,291.3665mm,161.9506mm,291.3665mm,164.8506mm,270
R23_PostIsolation1_Drive2,R2512,BottomLayer,285.9052mm,161.9474mm,285.9052mm,161.9474mm,285.9052mm,164.8474mm,270
R23_PostIsolation1_Drive3,R2512,BottomLayer,280.4405mm,161.9474mm,280.4405mm,161.9474mm,280.4405mm,164.8474mm,270
R23_PostIsolation1_Drive4,R2512,BottomLayer,274.9851mm,161.9474mm,274.9851mm,161.9474mm,274.9851mm,164.8474mm,270
R23_PostIsolation10_Drive1,R2512,BottomLayer,94.7566mm,161.9474mm,94.7566mm,161.9474mm,94.7566mm,164.8474mm,270
R23_PostIsolation10_Drive2,R2512,BottomLayer,89.2953mm,161.9474mm,89.2953mm,161.9474mm,89.2953mm,164.8474mm,270
R23_PostIsolation10_Drive3,R2512,BottomLayer,83.8339mm,161.9474mm,83.8339mm,161.9474mm,83.8339mm,164.8474mm,270
R23_PostIsolation10_Drive4,R2512,BottomLayer,78.3725mm,161.9474mm,78.3725mm,161.9474mm,78.3725mm,164.8474mm,270
R23_PostIsolation11_Drive1,R2512,BottomLayer,72.9111mm,161.9474mm,72.9111mm,161.9474mm,72.9111mm,164.8474mm,270
R23_PostIsolation11_Drive2,R2512,BottomLayer,67.4497mm,161.9474mm,67.4497mm,161.9474mm,67.4497mm,164.8474mm,270
R23_PostIsolation11_Drive3,R2512,BottomLayer,61.9883mm,161.9474mm,61.9883mm,161.9474mm,61.9883mm,164.8474mm,270
R23_PostIsolation11_Drive4,R2512,BottomLayer,56.5270mm,161.9474mm,56.5270mm,161.9474mm,56.5270mm,164.8474mm,270
R23_PostIsolation12_Drive1,R2512,BottomLayer,51.0656mm,161.9474mm,51.0656mm,161.9474mm,51.0656mm,164.8474mm,270
R23_PostIsolation12_Drive2,R2512,BottomLayer,45.6042mm,161.9474mm,45.6042mm,161.9474mm,45.6042mm,164.8474mm,270
R23_PostIsolation12_Drive3,R2512,BottomLayer,40.1428mm,161.9474mm,40.1428mm,161.9474mm,40.1428mm,164.8474mm,270
R23_PostIsolation12_Drive4,R2512,BottomLayer,34.6814mm,161.9474mm,34.6814mm,161.9474mm,34.6814mm,164.8474mm,270
R23_PostIsolation2_Drive1,R2512,BottomLayer,269.5210mm,161.9474mm,269.5210mm,161.9474mm,269.5210mm,164.8474mm,270
R23_PostIsolation2_Drive2,R2512,BottomLayer,264.0596mm,161.9474mm,264.0596mm,161.9474mm,264.0596mm,164.8474mm,270
R23_PostIsolation2_Drive3,R2512,BottomLayer,258.5982mm,161.9474mm,258.5982mm,161.9474mm,258.5982mm,164.8474mm,270
R23_PostIsolation2_Drive4,R2512,BottomLayer,253.1369mm,161.9474mm,253.1369mm,161.9474mm,253.1369mm,164.8474mm,270
R23_PostIsolation3_Drive1,R2512,BottomLayer,247.6755mm,161.9474mm,247.6755mm,161.9474mm,247.6755mm,164.8474mm,270
R23_PostIsolation3_Drive2,R2512,BottomLayer,242.2141mm,161.9474mm,242.2141mm,161.9474mm,242.2141mm,164.8474mm,270
R23_PostIsolation3_Drive3,R2512,BottomLayer,236.7527mm,161.9474mm,236.7527mm,161.9474mm,236.7527mm,164.8474mm,270
R23_PostIsolation3_Drive4,R2512,BottomLayer,231.2913mm,161.9474mm,231.2913mm,161.9474mm,231.2913mm,164.8474mm,270
R23_PostIsolation4_Drive1,R2512,BottomLayer,225.8299mm,161.9440mm,225.8299mm,161.9440mm,225.8299mm,164.8440mm,270
R23_PostIsolation4_Drive2,R2512,BottomLayer,220.3685mm,161.9474mm,220.3685mm,161.9474mm,220.3685mm,164.8474mm,270
R23_PostIsolation4_Drive3,R2512,BottomLayer,214.9071mm,161.9474mm,214.9071mm,161.9474mm,214.9071mm,164.8474mm,270
R23_PostIsolation4_Drive4,R2512,BottomLayer,209.4458mm,161.9587mm,209.4458mm,161.9587mm,209.4458mm,164.8587mm,270
R23_PostIsolation5_Drive1,R2512,BottomLayer,203.9844mm,161.9474mm,203.9844mm,161.9474mm,203.9844mm,164.8474mm,270
R23_PostIsolation5_Drive2,R2512,BottomLayer,198.5230mm,161.9474mm,198.5230mm,161.9474mm,198.5230mm,164.8474mm,270
R23_PostIsolation5_Drive3,R2512,BottomLayer,193.0616mm,161.9474mm,193.0616mm,161.9474mm,193.0616mm,164.8474mm,270
R23_PostIsolation5_Drive4,R2512,BottomLayer,187.6002mm,161.9474mm,187.6002mm,161.9474mm,187.6002mm,164.8474mm,270
R23_PostIsolation6_Drive1,R2512,BottomLayer,182.1388mm,161.9474mm,182.1388mm,161.9474mm,182.1388mm,164.8474mm,270
R23_PostIsolation6_Drive2,R2512,BottomLayer,176.6774mm,161.9474mm,176.6774mm,161.9474mm,176.6774mm,164.8474mm,270
R23_PostIsolation6_Drive3,R2512,BottomLayer,171.2161mm,161.9474mm,171.2161mm,161.9474mm,171.2161mm,164.8474mm,270
R23_PostIsolation6_Drive4,R2512,BottomLayer,165.7547mm,161.9474mm,165.7547mm,161.9474mm,165.7547mm,164.8474mm,270
R23_PostIsolation7_Drive1,R2512,BottomLayer,160.2933mm,161.9474mm,160.2933mm,161.9474mm,160.2933mm,164.8474mm,270
R23_PostIsolation7_Drive2,R2512,BottomLayer,154.8319mm,161.9474mm,154.8319mm,161.9474mm,154.8319mm,164.8474mm,270
R23_PostIsolation7_Drive3,R2512,BottomLayer,149.3705mm,161.9474mm,149.3705mm,161.9474mm,149.3705mm,164.8474mm,270
R23_PostIsolation7_Drive4,R2512,BottomLayer,143.9091mm,161.9474mm,143.9091mm,161.9474mm,143.9091mm,164.8474mm,270
R23_PostIsolation8_Drive1,R2512,BottomLayer,138.4477mm,161.9474mm,138.4477mm,161.9474mm,138.4477mm,164.8474mm,270
R23_PostIsolation8_Drive2,R2512,BottomLayer,132.9863mm,161.9474mm,132.9863mm,161.9474mm,132.9863mm,164.8474mm,270
R23_PostIsolation8_Drive3,R2512,BottomLayer,127.5250mm,161.9474mm,127.5250mm,161.9474mm,127.5250mm,164.8474mm,270
R23_PostIsolation8_Drive4,R2512,BottomLayer,122.0636mm,161.9474mm,122.0636mm,161.9474mm,122.0636mm,164.8474mm,270
R23_PostIsolation9_Drive1,R2512,BottomLayer,116.6022mm,161.9474mm,116.6022mm,161.9474mm,116.6022mm,164.8474mm,270
R23_PostIsolation9_Drive2,R2512,BottomLayer,111.1408mm,161.9474mm,111.1408mm,161.9474mm,111.1408mm,164.8474mm,270
R23_PostIsolation9_Drive3,R2512,BottomLayer,105.6794mm,161.9474mm,105.6794mm,161.9474mm,105.6794mm,164.8474mm,270
R23_PostIsolation9_Drive4,R2512,BottomLayer,100.2180mm,161.9474mm,100.2180mm,161.9474mm,100.2180mm,164.8474mm,270
R24_PostIsolation1_Drive1,R0603,TopLayer,289.4426mm,161.5907mm,289.4417mm,161.5907mm,289.4426mm,160.8907mm,90
R24_PostIsolation1_Drive2,R0603,TopLayer,283.9813mm,161.5874mm,283.9804mm,161.5874mm,283.9813mm,160.8874mm,90
R24_PostIsolation1_Drive3,R0603,TopLayer,278.5166mm,161.5874mm,278.5157mm,161.5874mm,278.5166mm,160.8874mm,90
R24_PostIsolation1_Drive4,R0603,TopLayer,273.0612mm,161.5874mm,273.0603mm,161.5874mm,273.0612mm,160.8874mm,90
R24_PostIsolation10_Drive1,R0603,TopLayer,92.8328mm,161.5874mm,92.8319mm,161.5874mm,92.8328mm,160.8874mm,90
R24_PostIsolation10_Drive2,R0603,TopLayer,87.3714mm,161.5874mm,87.3705mm,161.5874mm,87.3714mm,160.8874mm,90
R24_PostIsolation10_Drive3,R0603,TopLayer,81.9100mm,161.5874mm,81.9091mm,161.5874mm,81.9100mm,160.8874mm,90
R24_PostIsolation10_Drive4,R0603,TopLayer,76.4486mm,161.5874mm,76.4477mm,161.5874mm,76.4486mm,160.8874mm,90
R24_PostIsolation11_Drive1,R0603,TopLayer,70.9872mm,161.5874mm,70.9863mm,161.5874mm,70.9872mm,160.8874mm,90
R24_PostIsolation11_Drive2,R0603,TopLayer,65.5258mm,161.5874mm,65.5249mm,161.5874mm,65.5258mm,160.8874mm,90
R24_PostIsolation11_Drive3,R0603,TopLayer,60.0644mm,161.5874mm,60.0635mm,161.5874mm,60.0644mm,160.8874mm,90
R24_PostIsolation11_Drive4,R0603,TopLayer,54.6031mm,161.5874mm,54.6022mm,161.5874mm,54.6031mm,160.8874mm,90
R24_PostIsolation12_Drive1,R0603,TopLayer,49.1417mm,161.5874mm,49.1408mm,161.5874mm,49.1417mm,160.8874mm,90
R24_PostIsolation12_Drive2,R0603,TopLayer,43.6803mm,161.5874mm,43.6794mm,161.5874mm,43.6803mm,160.8874mm,90
R24_PostIsolation12_Drive3,R0603,TopLayer,38.2189mm,161.5874mm,38.2180mm,161.5874mm,38.2189mm,160.8874mm,90
R24_PostIsolation12_Drive4,R0603,TopLayer,32.7575mm,161.5874mm,32.7566mm,161.5874mm,32.7575mm,160.8874mm,90
R24_PostIsolation2_Drive1,R0603,TopLayer,267.5971mm,161.5874mm,267.5962mm,161.5874mm,267.5971mm,160.8874mm,90
R24_PostIsolation2_Drive2,R0603,TopLayer,262.1357mm,161.5874mm,262.1348mm,161.5874mm,262.1357mm,160.8874mm,90
R24_PostIsolation2_Drive3,R0603,TopLayer,256.6743mm,161.5874mm,256.6734mm,161.5874mm,256.6743mm,160.8874mm,90
R24_PostIsolation2_Drive4,R0603,TopLayer,251.2129mm,161.5874mm,251.2121mm,161.5874mm,251.2129mm,160.8874mm,90
R24_PostIsolation3_Drive1,R0603,TopLayer,245.7516mm,161.5874mm,245.7507mm,161.5874mm,245.7516mm,160.8874mm,90
R24_PostIsolation3_Drive2,R0603,TopLayer,240.2902mm,161.5874mm,240.2893mm,161.5874mm,240.2902mm,160.8874mm,90
R24_PostIsolation3_Drive3,R0603,TopLayer,234.8288mm,161.5874mm,234.8279mm,161.5874mm,234.8288mm,160.8874mm,90
R24_PostIsolation3_Drive4,R0603,TopLayer,229.3674mm,161.5874mm,229.3665mm,161.5874mm,229.3674mm,160.8874mm,90
R24_PostIsolation4_Drive1,R0603,TopLayer,223.9060mm,161.5840mm,223.9051mm,161.5840mm,223.9060mm,160.8840mm,90
R24_PostIsolation4_Drive2,R0603,TopLayer,218.4446mm,161.5874mm,218.4437mm,161.5874mm,218.4446mm,160.8874mm,90
R24_PostIsolation4_Drive3,R0603,TopLayer,212.9832mm,161.5874mm,212.9824mm,161.5874mm,212.9832mm,160.8874mm,90
R24_PostIsolation4_Drive4,R0603,TopLayer,207.5219mm,161.5987mm,207.5210mm,161.5987mm,207.5219mm,160.8987mm,90
R24_PostIsolation5_Drive1,R0603,TopLayer,202.0605mm,161.5874mm,202.0596mm,161.5874mm,202.0605mm,160.8874mm,90
R24_PostIsolation5_Drive2,R0603,TopLayer,196.5991mm,161.5874mm,196.5982mm,161.5874mm,196.5991mm,160.8874mm,90
R24_PostIsolation5_Drive3,R0603,TopLayer,191.1377mm,161.5874mm,191.1368mm,161.5874mm,191.1377mm,160.8874mm,90
R24_PostIsolation5_Drive4,R0603,TopLayer,185.6763mm,161.5874mm,185.6754mm,161.5874mm,185.6763mm,160.8874mm,90
R24_PostIsolation6_Drive1,R0603,TopLayer,180.2149mm,161.5874mm,180.2140mm,161.5874mm,180.2149mm,160.8874mm,90
R24_PostIsolation6_Drive2,R0603,TopLayer,174.7535mm,161.5874mm,174.7526mm,161.5874mm,174.7535mm,160.8874mm,90
R24_PostIsolation6_Drive3,R0603,TopLayer,169.2922mm,161.5874mm,169.2913mm,161.5874mm,169.2922mm,160.8874mm,90
R24_PostIsolation6_Drive4,R0603,TopLayer,163.8308mm,161.5874mm,163.8299mm,161.5874mm,163.8308mm,160.8874mm,90
R24_PostIsolation7_Drive1,R0603,TopLayer,158.3694mm,161.5874mm,158.3685mm,161.5874mm,158.3694mm,160.8874mm,90
R24_PostIsolation7_Drive2,R0603,TopLayer,152.9080mm,161.5874mm,152.9071mm,161.5874mm,152.9080mm,160.8874mm,90
R24_PostIsolation7_Drive3,R0603,TopLayer,147.4466mm,161.5874mm,147.4457mm,161.5874mm,147.4466mm,160.8874mm,90
R24_PostIsolation7_Drive4,R0603,TopLayer,141.9852mm,161.5874mm,141.9843mm,161.5874mm,141.9852mm,160.8874mm,90
R24_PostIsolation8_Drive1,R0603,TopLayer,136.5238mm,161.5874mm,136.5229mm,161.5874mm,136.5238mm,160.8874mm,90
R24_PostIsolation8_Drive2,R0603,TopLayer,131.0625mm,161.5874mm,131.0616mm,161.5874mm,131.0625mm,160.8874mm,90
R24_PostIsolation8_Drive3,R0603,TopLayer,125.6011mm,161.5874mm,125.6002mm,161.5874mm,125.6011mm,160.8874mm,90
R24_PostIsolation8_Drive4,R0603,TopLayer,120.1397mm,161.5874mm,120.1388mm,161.5874mm,120.1397mm,160.8874mm,90
R24_PostIsolation9_Drive1,R0603,TopLayer,114.6783mm,161.5874mm,114.6774mm,161.5874mm,114.6783mm,160.8874mm,90
R24_PostIsolation9_Drive2,R0603,TopLayer,109.2169mm,161.5874mm,109.2160mm,161.5874mm,109.2169mm,160.8874mm,90
R24_PostIsolation9_Drive3,R0603,TopLayer,103.7555mm,161.5874mm,103.7546mm,161.5874mm,103.7555mm,160.8874mm,90
R24_PostIsolation9_Drive4,R0603,TopLayer,98.2941mm,161.5874mm,98.2932mm,161.5874mm,98.2941mm,160.8874mm,90
R25_PostIsolation1_Drive1,R0603,TopLayer,290.0871mm,159.7176mm,290.0871mm,159.7185mm,289.3871mm,159.7176mm,0
R25_PostIsolation1_Drive2,R0603,TopLayer,284.6259mm,159.7143mm,284.6259mm,159.7152mm,283.9259mm,159.7143mm,0
R25_PostIsolation1_Drive3,R0603,TopLayer,279.1612mm,159.7143mm,279.1612mm,159.7152mm,278.4612mm,159.7143mm,0
R25_PostIsolation1_Drive4,R0603,TopLayer,273.7058mm,159.7143mm,273.7058mm,159.7152mm,273.0058mm,159.7143mm,0
R25_PostIsolation10_Drive1,R0603,TopLayer,93.4773mm,159.7143mm,93.4773mm,159.7152mm,92.7773mm,159.7143mm,0
R25_PostIsolation10_Drive2,R0603,TopLayer,88.0160mm,159.7143mm,88.0160mm,159.7152mm,87.3160mm,159.7143mm,0
R25_PostIsolation10_Drive3,R0603,TopLayer,82.5546mm,159.7143mm,82.5546mm,159.7152mm,81.8546mm,159.7143mm,0
R25_PostIsolation10_Drive4,R0603,TopLayer,77.0932mm,159.7143mm,77.0932mm,159.7152mm,76.3932mm,159.7143mm,0
R25_PostIsolation11_Drive1,R0603,TopLayer,71.6318mm,159.7144mm,71.6318mm,159.7153mm,70.9318mm,159.7144mm,0
R25_PostIsolation11_Drive2,R0603,TopLayer,66.1704mm,159.7144mm,66.1704mm,159.7153mm,65.4704mm,159.7144mm,0
R25_PostIsolation11_Drive3,R0603,TopLayer,60.7090mm,159.7144mm,60.7090mm,159.7153mm,60.0090mm,159.7144mm,0
R25_PostIsolation11_Drive4,R0603,TopLayer,55.2476mm,159.7144mm,55.2476mm,159.7153mm,54.5476mm,159.7144mm,0
R25_PostIsolation12_Drive1,R0603,TopLayer,49.7863mm,159.7143mm,49.7863mm,159.7152mm,49.0863mm,159.7143mm,0
R25_PostIsolation12_Drive2,R0603,TopLayer,44.3249mm,159.7143mm,44.3249mm,159.7152mm,43.6249mm,159.7143mm,0
R25_PostIsolation12_Drive3,R0603,TopLayer,38.8635mm,159.7143mm,38.8635mm,159.7152mm,38.1635mm,159.7143mm,0
R25_PostIsolation12_Drive4,R0603,TopLayer,33.4021mm,159.7143mm,33.4021mm,159.7152mm,32.7021mm,159.7143mm,0
R25_PostIsolation2_Drive1,R0603,TopLayer,268.2417mm,159.7143mm,268.2417mm,159.7152mm,267.5417mm,159.7143mm,0
R25_PostIsolation2_Drive2,R0603,TopLayer,262.7803mm,159.7143mm,262.7803mm,159.7152mm,262.0803mm,159.7143mm,0
R25_PostIsolation2_Drive3,R0603,TopLayer,257.3189mm,159.7143mm,257.3189mm,159.7152mm,256.6189mm,159.7143mm,0
R25_PostIsolation2_Drive4,R0603,TopLayer,251.8575mm,159.7143mm,251.8575mm,159.7152mm,251.1575mm,159.7143mm,0
R25_PostIsolation3_Drive1,R0603,TopLayer,246.3961mm,159.7143mm,246.3962mm,159.7152mm,245.6962mm,159.7143mm,0
R25_PostIsolation3_Drive2,R0603,TopLayer,240.9348mm,159.7143mm,240.9348mm,159.7152mm,240.2348mm,159.7143mm,0
R25_PostIsolation3_Drive3,R0603,TopLayer,235.4734mm,159.7143mm,235.4734mm,159.7152mm,234.7734mm,159.7143mm,0
R25_PostIsolation3_Drive4,R0603,TopLayer,230.0120mm,159.7143mm,230.0120mm,159.7152mm,229.3120mm,159.7143mm,0
R25_PostIsolation4_Drive1,R0603,TopLayer,224.5506mm,159.7110mm,224.5506mm,159.7119mm,223.8506mm,159.7110mm,0
R25_PostIsolation4_Drive2,R0603,TopLayer,219.0892mm,159.7143mm,219.0892mm,159.7152mm,218.3892mm,159.7143mm,0
R25_PostIsolation4_Drive3,R0603,TopLayer,213.6278mm,159.7143mm,213.6278mm,159.7152mm,212.9278mm,159.7143mm,0
R25_PostIsolation4_Drive4,R0603,TopLayer,208.1664mm,159.7257mm,208.1665mm,159.7266mm,207.4665mm,159.7257mm,0
R25_PostIsolation5_Drive1,R0603,TopLayer,202.7051mm,159.7143mm,202.7051mm,159.7152mm,202.0051mm,159.7143mm,0
R25_PostIsolation5_Drive2,R0603,TopLayer,197.2437mm,159.7143mm,197.2437mm,159.7152mm,196.5437mm,159.7143mm,0
R25_PostIsolation5_Drive3,R0603,TopLayer,191.7823mm,159.7143mm,191.7823mm,159.7152mm,191.0823mm,159.7143mm,0
R25_PostIsolation5_Drive4,R0603,TopLayer,186.3209mm,159.7143mm,186.3209mm,159.7152mm,185.6209mm,159.7143mm,0
R25_PostIsolation6_Drive1,R0603,TopLayer,180.8595mm,159.7143mm,180.8595mm,159.7152mm,180.1595mm,159.7143mm,0
R25_PostIsolation6_Drive2,R0603,TopLayer,175.3981mm,159.7143mm,175.3981mm,159.7152mm,174.6981mm,159.7143mm,0
R25_PostIsolation6_Drive3,R0603,TopLayer,169.9367mm,159.7143mm,169.9367mm,159.7152mm,169.2367mm,159.7143mm,0
R25_PostIsolation6_Drive4,R0603,TopLayer,164.4754mm,159.7143mm,164.4754mm,159.7152mm,163.7754mm,159.7143mm,0
R25_PostIsolation7_Drive1,R0603,TopLayer,159.0140mm,159.7143mm,159.0140mm,159.7152mm,158.3140mm,159.7143mm,0
R25_PostIsolation7_Drive2,R0603,TopLayer,153.5526mm,159.7143mm,153.5526mm,159.7152mm,152.8526mm,159.7143mm,0
R25_PostIsolation7_Drive3,R0603,TopLayer,148.0912mm,159.7143mm,148.0912mm,159.7152mm,147.3912mm,159.7143mm,0
R25_PostIsolation7_Drive4,R0603,TopLayer,142.6298mm,159.7143mm,142.6298mm,159.7152mm,141.9298mm,159.7143mm,0
R25_PostIsolation8_Drive1,R0603,TopLayer,137.1684mm,159.7143mm,137.1684mm,159.7152mm,136.4684mm,159.7143mm,0
R25_PostIsolation8_Drive2,R0603,TopLayer,131.7070mm,159.7143mm,131.7070mm,159.7152mm,131.0070mm,159.7143mm,0
R25_PostIsolation8_Drive3,R0603,TopLayer,126.2457mm,159.7143mm,126.2457mm,159.7152mm,125.5457mm,159.7143mm,0
R25_PostIsolation8_Drive4,R0603,TopLayer,120.7843mm,159.7143mm,120.7843mm,159.7152mm,120.0843mm,159.7143mm,0
R25_PostIsolation9_Drive1,R0603,TopLayer,115.3229mm,159.7143mm,115.3229mm,159.7152mm,114.6229mm,159.7143mm,0
R25_PostIsolation9_Drive2,R0603,TopLayer,109.8615mm,159.7143mm,109.8615mm,159.7152mm,109.1615mm,159.7143mm,0
R25_PostIsolation9_Drive3,R0603,TopLayer,104.4001mm,159.7143mm,104.4001mm,159.7152mm,103.7001mm,159.7143mm,0
R25_PostIsolation9_Drive4,R0603,TopLayer,98.9387mm,159.7143mm,98.9387mm,159.7152mm,98.2387mm,159.7143mm,0
R26_PostIsolation1_Drive1,R0805,TopLayer,290.3413mm,145.0053mm,290.3413mm,145.0053mm,291.1663mm,145.0053mm,180
R26_PostIsolation1_Drive2,R0805,TopLayer,284.8800mm,145.0021mm,284.8800mm,145.0021mm,285.7050mm,145.0021mm,180
R26_PostIsolation1_Drive3,R0805,TopLayer,279.4153mm,145.0021mm,279.4153mm,145.0021mm,280.2403mm,145.0021mm,180
R26_PostIsolation1_Drive4,R0805,TopLayer,273.9599mm,145.0021mm,273.9599mm,145.0021mm,274.7849mm,145.0021mm,180
R26_PostIsolation10_Drive1,R0805,TopLayer,93.7315mm,145.0021mm,93.7315mm,145.0021mm,94.5565mm,145.0021mm,180
R26_PostIsolation10_Drive2,R0805,TopLayer,88.2701mm,145.0021mm,88.2701mm,145.0021mm,89.0951mm,145.0021mm,180
R26_PostIsolation10_Drive3,R0805,TopLayer,82.8087mm,145.0021mm,82.8087mm,145.0021mm,83.6337mm,145.0021mm,180
R26_PostIsolation10_Drive4,R0805,TopLayer,77.3473mm,145.0021mm,77.3473mm,145.0021mm,78.1723mm,145.0021mm,180
R26_PostIsolation11_Drive1,R0805,TopLayer,71.8859mm,145.0021mm,71.8859mm,145.0021mm,72.7109mm,145.0021mm,180
R26_PostIsolation11_Drive2,R0805,TopLayer,66.4245mm,145.0021mm,66.4245mm,145.0021mm,67.2495mm,145.0021mm,180
R26_PostIsolation11_Drive3,R0805,TopLayer,60.9632mm,145.0021mm,60.9632mm,145.0021mm,61.7882mm,145.0021mm,180
R26_PostIsolation11_Drive4,R0805,TopLayer,55.5018mm,145.0021mm,55.5018mm,145.0021mm,56.3268mm,145.0021mm,180
R26_PostIsolation12_Drive1,R0805,TopLayer,50.0404mm,145.0021mm,50.0404mm,145.0021mm,50.8654mm,145.0021mm,180
R26_PostIsolation12_Drive2,R0805,TopLayer,44.5790mm,145.0020mm,44.5790mm,145.0020mm,45.4040mm,145.0020mm,180
R26_PostIsolation12_Drive3,R0805,TopLayer,39.1176mm,145.0020mm,39.1176mm,145.0020mm,39.9426mm,145.0020mm,180
R26_PostIsolation12_Drive4,R0805,TopLayer,33.6562mm,145.0020mm,33.6562mm,145.0020mm,34.4812mm,145.0020mm,180
R26_PostIsolation2_Drive1,R0805,TopLayer,268.4958mm,145.0021mm,268.4958mm,145.0021mm,269.3208mm,145.0021mm,180
R26_PostIsolation2_Drive2,R0805,TopLayer,263.0344mm,145.0021mm,263.0344mm,145.0021mm,263.8594mm,145.0021mm,180
